"Date Heure, UTC",T_2D,T_4D,T_4G,T_7D,2D_Heating_power_[Wh],4D_Heating_power_[Wh],4G_Heating_power_[Wh],7D_Heating_power_[Wh]
2021-10-07 09:00:00,21.2685,20.924666666666667,25.191416666666665,20.288666666666668,0.0,0.0,0.0,0.0
2021-10-07 10:00:00,21.23258333333333,20.805416666666662,24.778583333333334,20.290750000000003,0.0,0.0,0.0,0.0
2021-10-07 11:00:00,21.09933333333333,20.82525,24.51008333333333,20.294833333333337,0.0,0.0,0.0,0.0
2021-10-07 12:00:00,20.99791666666667,20.7795,24.3955,20.294833333333333,0.0,0.0,0.0,0.0
2021-10-07 13:00:00,20.966,20.7355,24.316666666666663,20.24533333333333,0.0,0.0,0.0,0.0
2021-10-07 14:00:00,21.003833333333333,20.7295,24.389333333333333,20.25925,0.0,0.0,0.0,0.0
2021-10-07 15:00:00,21.11916666666667,20.751416666666668,24.353,20.465333333333334,0.0,0.0,0.0,0.0
2021-10-07 16:00:00,21.188666666666663,20.8965,24.32858333333333,20.608416666666667,0.0,0.0,0.0,0.0
2021-10-07 17:00:00,21.13283333333333,21.001916666666663,24.581250000000004,20.76741666666667,0.0,0.0,1000.0,0.0
2021-10-07 18:00:00,21.0515,21.051416666666668,24.561166666666665,20.7495,0.0,0.0,1000.0,0.0
2021-10-07 19:00:00,20.974083333333333,21.004,24.587333333333333,20.638166666666667,0.0,0.0,2000.0,0.0
2021-10-07 20:00:00,20.946166666666667,20.964,24.748416666666664,20.56075,3000.0,0.0,1000.0,0.0
2021-10-07 21:00:00,21.67833333333333,20.977833333333333,24.921666666666667,20.51916666666667,2000.0,0.0,2000.0,0.0
2021-10-07 22:00:00,21.499166666666667,21.0355,25.03875,20.5015,0.0,0.0,2000.0,0.0
2021-10-07 23:00:00,21.28225,20.94633333333333,25.131500000000003,20.4755,0.0,0.0,3000.0,0.0
2021-10-08 00:00:00,21.123,20.8745,25.25691666666667,20.44775,0.0,0.0,2000.0,0.0
2021-10-08 01:00:00,20.98775,20.81883333333333,25.36225,20.402,0.0,0.0,3000.0,0.0
2021-10-08 02:00:00,20.88075,20.74375,25.471416666666663,20.34808333333333,0.0,0.0,2000.0,0.0
